infinitive_latin,frequency,infinitive_latin_norm
opravdati,10,opravdati
метати,10,metati
погасити,10,pogasiti
закопати,10,zakopati
метнути,10,metnuti
осјећати,10,osjećati
свитати,10,svitati
нарасти,10,narasti
sakupiti,10,sakupiti
ројити,10,rojiti
порицати,10,poricati
одевати,10,odevati
заболети,10,zaboleti
постидити,10,postiditi
касабало,10,kasabalo
допуњавати,10,dopunjavati
одупирати,10,odupirati
отровати,10,otrovati
наложити,10,naložiti
стишавати,10,stišavati
разнети,10,razneti
заповедати,10,zapovedati
неосетно,10,neosetno
избегнути,10,izbegnuti
засновати,10,zasnovati
сустизати,10,sustizati
поручивати,10,poručivati
помицати,10,pomicati
одрасти,10,odrasti
мудро,10,mudro
срицати,10,sricati
уназад,10,unazad
дотад,10,dotad
навикавати,10,navikavati
сабрати,10,sabrati
наговарати,10,nagovarati
разорити,10,razoriti
поштедити,10,poštediti
распоредити,10,rasporediti
разумевати,10,razumevati
уснити,10,usniti
засебно,10,zasebno
унајмити,10,unajmiti
назрети,10,nazreti
сисати,10,sisati
чешљати,10,češljati
сем,10,sem
смрдети,10,smrdeti
ослонити,10,osloniti
припремати,10,pripremati
утећи,10,uteći
препознавати,10,prepoznavati
наденути,10,nadenuti
доживљавати,10,doživljavati
рабити,10,rabiti
doterati,10,doterati
rušiti,10,rušiti
dosetiti,10,dosetiti
ikada,10,ikada
zasuti,10,zasuti
odrastati,10,odrastati
privremeno,10,privremeno
katkad,10,katkad
okupati,10,okupati
odrediti,10,odrediti
противити,10,protiviti
preporučiti,10,preporučiti
nezadovoljno,10,nezadovoljno
pobrinuti,10,pobrinuti
dokle,10,dokle
triput,10,triput
odobravati,10,odobravati
pokajati,10,pokajati
čudno,10,čudno
извештавати,10,izveštavati
očistiti,10,očistiti
predlagati,10,predlagati
zaslužiti,10,zaslužiti
resiti,10,resiti
odreći,10,odreći
zveckati,10,zveckati
pokupiti,10,pokupiti
svakodnevno,10,svakodnevno
besneti,10,besneti
primicati,10,primicati
pokatkad,10,pokatkad
urediti,10,urediti
neprijatno,10,neprijatno
udahnuti,10,udahnuti
postići,10,postići
živnuti,10,živnuti
uručiti,10,uručiti
prepoznavati,10,prepoznavati
iznutra,10,iznutra
očajnički,10,očajnički
naginjati,10,naginjati
obasjati,10,obasjati
ukloniti,10,ukloniti
doduše,10,doduše
zapahnuti,10,zapahnuti
iseći,10,iseći
drugi,10,drugi
kršiti,10,kršiti
povinovati,10,povinovati
uspraviti,10,uspraviti
pretpostaviti,10,pretpostaviti
iskeziti,10,iskeziti
prodirati,10,prodirati
tresnuti,10,tresnuti
naniže,10,naniže
porušiti,10,porušiti
projuriti,10,projuriti
naga,10,naga
popustiti,10,popustiti
navraćati,10,navraćati
izgovarati,10,izgovarati
doleteti,10,doleteti
dočkan,10,dočkan
poigravati,10,poigravati
prethodno,10,prethodno
počiniti,10,počiniti
ометати,9,ometati
чамити,9,čamiti
омогућавати,9,omogućavati
одмаћи,9,odmaći
уливати,9,ulivati
збуњено,9,zbunjeno
стегнути,9,stegnuti
ближити,9,bližiti
зазвонити,9,zazvoniti
послушно,9,poslušno
запињати,9,zapinjati
успорити,9,usporiti
правилно,9,pravilno
оковати,9,okovati
загорчавати,9,zagorčavati
ишчупати,9,iščupati
одређивати,9,određivati
апсолутно,9,apsolutno
мутити,9,mutiti
прошетати,9,prošetati
успешно,9,uspešno
дочепати,9,dočepati
намештати,9,nameštati
спалити,9,spaliti
упола,9,upola
удесно,9,udesno
исказати,9,iskazati
стрести,9,stresti
стидети,9,stideti
нерадо,9,nerado
измицати,9,izmicati
премештати,9,premeštati
пресецати,9,presecati
мучно,9,mučno
окупљати,9,okupljati
усредсредити,9,usredsrediti
мазати,9,mazati
пословно,9,poslovno
латити,9,latiti
распалити,9,raspaliti
зинути,9,zinuti
дрхтети,9,drhteti
забринуто,9,zabrinuto
обузимати,9,obuzimati
прикупити,9,prikupiti
узнемиривати,9,uznemirivati
охладити,9,ohladiti
најурити,9,najuriti
светити,9,svetiti
истрчавати,9,istrčavati
ископати,9,iskopati
превозити,9,prevoziti
лукаво,9,lukavo
загазити,9,zagaziti
клизити,9,kliziti
уочити,9,uočiti
ходити,9,hoditi
изнова,9,iznova
смањити,9,smanjiti
ослабити,9,oslabiti
скраћивати,9,skraćivati
удавити,9,udaviti
ужаснути,9,užasnuti
цедити,9,cediti
богато,9,bogato
отпасти,9,otpasti
буљити,9,buljiti
сусрести,9,susresti
тајно,9,tajno
уделити,9,udeliti
доделити,9,dodeliti
наметати,9,nametati
отежати,9,otežati
овуда,9,ovuda
уздати,9,uzdati
тужити,9,tužiti
лепршати,9,lepršati
дневно,9,dnevno
обуставити,9,obustaviti
поколебати,9,pokolebati
застајкивати,9,zastajkivati
разбијати,9,razbijati
рецитовати,9,recitovati
сипати,9,sipati
облачити,9,oblačiti
одгонетнути,9,odgonetnuti
запретити,9,zapretiti
наплаћивати,9,naplaćivati
сударити,9,sudariti
обавештавати,9,obaveštavati
изнајмити,9,iznajmiti
смркнути,9,smrknuti
приметно,9,primetno
појити,9,pojiti
бесплатно,9,besplatno
повијати,9,povijati
пореметити,9,poremetiti
завалити,9,zavaliti
тупо,9,tupo
otkuda,9,otkuda
kuvati,9,kuvati
uključiti,9,uključiti
prevrnuti,9,prevrnuti
otrgnuti,9,otrgnuti
razbacati,9,razbacati
nadole,9,nadole
tugovati,9,tugovati
srušiti,9,srušiti
prekrivati,9,prekrivati
prebacivati,9,prebacivati
pokorno,9,pokorno
gorjeti,9,gorjeti
oduzimati,9,oduzimati
hladno,9,hladno
zaneti,9,zaneti
uzdržavati,9,uzdržavati
razvijati,9,razvijati
nagovoriti,9,nagovoriti
polagati,9,polagati
koštati,9,koštati
propadati,9,propadati
obilaziti,9,obilaziti
nahraniti,9,nahraniti
prelistavati,9,prelistavati
jezivo,9,jezivo
birati,9,birati
макнути,9,maknuti
протерати,9,proterati
оволико,9,ovoliko
измешати,9,izmešati
замарати,9,zamarati
dotakati,9,dotakati
неминовно,9,neminovno
узидати,9,uzidati
привикавати,9,privikavati
презирати,9,prezirati
предано,9,predano
заплитати,9,zaplitati
хукати,9,hukati
измишљати,9,izmišljati
сјахати,9,sjahati
расклопити,9,rasklopiti
изблиза,9,izbliza
помиловати,9,pomilovati
доставити,9,dostaviti
снажно,9,snažno
набујати,9,nabujati
одложити,9,odložiti
одошити,9,odošiti
ласкати,9,laskati
усталити,9,ustaliti
изгинути,9,izginuti
шишати,9,šišati
изломити,9,izlomiti
поверовати,9,poverovati
отпочити,9,otpočiti
скидјети,9,skidjeti
сређивати,9,sređivati
закључивати,9,zaključivati
изузетно,9,izuzetno
одушевљавати,9,oduševljavati
скривати,9,skrivati
посвећивати,9,posvećivati
одлежати,9,odležati
једновремено,9,jednovremeno
мотрити,9,motriti
опажати,9,opažati
разазнавати,9,razaznavati
определити,9,opredeliti
ујести,9,ujesti
sadržati,9,sadržati
izmeniti,9,izmeniti
stupati,9,stupati
dočekivati,9,dočekivati
razdeliti,9,razdeliti
pipati,9,pipati
dodirivati,9,dodirivati
podsmevati,9,podsmevati
krajnje,9,krajnje
najuriti,9,najuriti
krstiti,9,krstiti
brojati,9,brojati
под,9,pod
proviriti,9,proviriti
sprovesti,9,sprovesti
prepasti,9,prepasti
prekrstiti,9,prekrstiti
muje,9,muje
navaljivati,9,navaljivati
dozvati,9,dozvati
manuti,9,manuti
upravljati,9,upravljati
zadovoljno,9,zadovoljno
pribrati,9,pribrati
zajecati,9,zajecati
izveštavati,9,izveštavati
prisluškivati,9,prisluškivati
ujesti,9,ujesti
nekud,9,nekud
stresti,9,stresti
pljunuti,9,pljunuti
naoružati,9,naoružati
pobrkati,9,pobrkati
zabrinuto,9,zabrinuto
nastradati,9,nastradati
radoznalo,9,radoznalo
ukazivati,9,ukazivati
nagraditi,9,nagraditi
objašnjavati,9,objašnjavati
zavrteti,9,zavrteti
likovati,9,likovati
preuzeti,9,preuzeti
pretiti,9,pretiti
snebivati,9,snebivati
silom,9,silom
izbijati,9,izbijati
nazirati,9,nazirati
bukvalno,9,bukvalno
škripati,9,škripati
upisivati,9,upisivati
preporučivati,9,preporučivati
svetleti,9,svetleti
milovati,9,milovati
prirodno,9,prirodno
otrovati,9,otrovati
odležati,9,odležati
grozničavo,9,grozničavo
odsečno,9,odsečno
uplašeno,9,uplašeno
utopiti,9,utopiti
smešno,9,smešno
brižljivo,9,brižljivo
nagovarati,9,nagovarati
zbunjivati,9,zbunjivati
šuštati,9,šuštati
ojačati,9,ojačati
kriknuti,9,kriknuti
raspasti,9,raspasti
premeštati,9,premeštati
izvaliti,9,izvaliti
posedovati,9,posedovati
predveče,9,predveče
zauzimati,9,zauzimati
gaditi,9,gaditi
jamčiti,9,jamčiti
istržati,9,istržati
okruživati,9,okruživati
najesti,9,najesti
umorno,9,umorno
prevrtati,9,prevrtati
navratiti,9,navratiti
loviti,9,loviti
kikotati,9,kikotati
umirivati,9,umirivati
iskopati,9,iskopati
razoružati,9,razoružati
otkucavati,9,otkucavati
skameniti,9,skameniti
drsko,9,drsko
odrubiti,9,odrubiti
preklati,9,preklati
заложити,8,založiti
звецкати,8,zveckati
подарити,8,podariti
супротно,8,suprotno
истурити,8,isturiti
исповедити,8,ispovediti
испружити,8,ispružiti
убудуће,8,ubuduće
секирати,8,sekirati
фино,8,fino
одмаглити,8,odmagliti
кудикамо,8,kudikamo
извољети,8,izvoljeti
уследити,8,uslediti
одскакати,8,odskakati
завити,8,zaviti
превијати,8,previjati
иронично,8,ironično
узбуђено,8,uzbuđeno
ређати,8,ređati
набрајати,8,nabrajati
извинити,8,izviniti
усрдно,8,usrdno
досезати,8,dosezati
уозбиљити,8,uozbiljiti
тепати,8,tepati
уложити,8,uložiti
снабдети,8,snabdeti
поцрвенети,8,pocrveneti
уступати,8,ustupati
грабити,8,grabiti
протећи,8,proteći
ждерати,8,žderati
удаљавати,8,udaljavati
грчити,8,grčiti
проживети,8,proživeti
остарити,8,ostariti
одмеравати,8,odmeravati
завапити,8,zavapiti
врачати,8,vračati
доживјети,8,doživjeti
точити,8,točiti
занемети,8,zanemeti
заурлати,8,zaurlati
задовољавати,8,zadovoljavati
туда,8,tuda
скромно,8,skromno
увећавати,8,uvećavati
коначно,8,konačno
организовати,8,organizovati
гневно,8,gnevno
забављати,8,zabavljati
спајати,8,spajati
одсвирати,8,odsvirati
охрабрити,8,ohrabriti
предвидјети,8,predvidjeti
каснити,8,kasniti
вјеровати,8,vjerovati
диктирати,8,diktirati
зарађивати,8,zarađivati
приложити,8,priložiti
обдарити,8,obdariti
обожавати,8,obožavati
одмарати,8,odmarati
опустити,8,opustiti
запљускивати,8,zapljuskivati
удисати,8,udisati
избрисати,8,izbrisati
месечно,8,mesečno
грцати,8,grcati
замењивати,8,zamenjivati
шести,8,šesti
привремено,8,privremeno
поносно,8,ponosno
наваљивати,8,navaljivati
заиграти,8,zaigrati
срдачно,8,srdačno
камо,8,kamo
сналазити,8,snalaziti
расипати,8,rasipati
покорно,8,pokorno
очевидно,8,očevidno
покоравати,8,pokoravati
пиљити,8,piljiti
старати,8,starati
одзвањати,8,odzvanjati
пострадати,8,postradati
довикнути,8,doviknuti
снести,8,snesti
споразумети,8,sporazumeti
посути,8,posuti
нехотице,8,nehotice
оправити,8,opraviti
заводити,8,zavoditi
доручковати,8,doručkovati
заволети,8,zavoleti
удостојити,8,udostojiti
лајати,8,lajati
договарати,8,dogovarati
упозоравати,8,upozoravati
нажао,8,nažao
засад,8,zasad
преобразити,8,preobraziti
спровести,8,sprovesti
приредити,8,prirediti
сазревати,8,sazrevati
командовати,8,komandovati
умити,8,umiti
измучити,8,izmučiti
чаврљати,8,čavrljati
засипати,8,zasipati
принети,8,prineti
машити,8,mašiti
недалеко,8,nedaleko
